fips,ruc93,ruc03,ruc13,metro93,metro03,metro13
51167,6,6,7,nonmetro,nonmetro,nonmetro
51169,2,3,2,metro,metro,metro
51171,6,6,6,nonmetro,nonmetro,nonmetro
51173,6,6,7,nonmetro,nonmetro,nonmetro
51175,6,6,6,nonmetro,nonmetro,nonmetro
51177,0,1,1,metro,metro,metro
51179,1,1,1,metro,metro,metro
51181,8,1,8,nonmetro,metro,nonmetro
51183,8,1,1,nonmetro,metro,metro
51185,7,7,5,nonmetro,nonmetro,nonmetro
51187,1,1,1,metro,metro,metro
51191,2,3,2,metro,metro,metro
51193,6,7,6,nonmetro,nonmetro,nonmetro
51195,7,7,7,nonmetro,nonmetro,nonmetro
51197,7,6,6,nonmetro,nonmetro,nonmetro
51199,0,1,1,metro,metro,metro
51510,0,1,1,metro,metro,metro
51520,2,3,2,metro,metro,metro
51530,6,6,6,nonmetro,nonmetro,nonmetro
51540,3,3,3,metro,metro,metro
51550,0,1,1,metro,metro,metro
51570,2,1,1,metro,metro,metro
51580,6,6,6,nonmetro,nonmetro,nonmetro
51590,3,3,4,metro,metro,nonmetro
51595,6,6,6,nonmetro,nonmetro,nonmetro
51600,0,1,1,metro,metro,metro
51610,0,1,1,metro,metro,metro
51620,6,6,6,nonmetro,nonmetro,nonmetro
51630,0,1,1,metro,metro,metro
51640,7,6,7,nonmetro,nonmetro,nonmetro
51650,0,1,1,metro,metro,metro
51660,5,3,3,nonmetro,metro,metro
51670,2,1,1,metro,metro,metro
51678,6,6,6,nonmetro,nonmetro,nonmetro
51680,3,3,2,metro,metro,metro
51683,0,1,1,metro,metro,metro
51685,0,1,1,metro,metro,metro
51690,4,4,4,nonmetro,nonmetro,nonmetro
51700,0,1,1,metro,metro,metro
51710,0,1,1,metro,metro,metro
51720,7,7,7,nonmetro,nonmetro,nonmetro
51730,2,1,1,metro,metro,metro
51735,0,1,1,metro,metro,metro
51740,0,1,1,metro,metro,metro
51750,4,3,3,nonmetro,metro,metro
51760,2,1,1,metro,metro,metro
51770,3,2,2,metro,metro,metro
51775,3,2,2,metro,metro,metro
51790,4,4,3,nonmetro,nonmetro,metro
51800,0,1,1,metro,metro,metro
51810,0,1,1,metro,metro,metro
51820,4,4,3,nonmetro,nonmetro,metro
51830,0,1,1,metro,metro,metro
51840,4,3,3,nonmetro,metro,metro
53001,6,6,6,nonmetro,nonmetro,nonmetro
53003,7,3,3,nonmetro,metro,metro
53005,3,3,2,metro,metro,metro
53007,5,3,3,nonmetro,metro,metro
53009,5,5,5,nonmetro,nonmetro,nonmetro
53011,1,1,1,metro,metro,metro
53013,9,6,3,nonmetro,nonmetro,metro
53015,4,3,3,nonmetro,metro,metro
53017,7,3,3,nonmetro,metro,metro
53019,9,9,9,nonmetro,nonmetro,nonmetro
53021,3,3,2,metro,metro,metro
53023,9,8,8,nonmetro,nonmetro,nonmetro
53025,5,4,5,nonmetro,nonmetro,nonmetro
53027,4,4,4,nonmetro,nonmetro,nonmetro
53029,1,4,4,metro,nonmetro,nonmetro
53031,6,6,6,nonmetro,nonmetro,nonmetro
53033,0,1,1,metro,metro,metro
53035,3,3,2,metro,metro,metro
53037,6,6,4,nonmetro,nonmetro,nonmetro
53039,7,6,6,nonmetro,nonmetro,nonmetro
53041,6,4,4,nonmetro,nonmetro,nonmetro
53043,8,8,8,nonmetro,nonmetro,nonmetro
53045,6,6,4,nonmetro,nonmetro,nonmetro
53047,7,6,6,nonmetro,nonmetro,nonmetro
53049,7,7,7,nonmetro,nonmetro,nonmetro
53051,8,8,2,nonmetro,nonmetro,metro
53053,2,1,1,metro,metro,metro
53055,8,9,9,nonmetro,nonmetro,nonmetro
53057,4,3,3,nonmetro,metro,metro
53059,8,1,1,nonmetro,metro,metro
53061,0,1,1,metro,metro,metro
53063,2,2,2,metro,metro,metro
53065,6,6,2,nonmetro,nonmetro,metro
53067,3,3,2,metro,metro,metro
53069,9,8,8,nonmetro,nonmetro,nonmetro
53071,4,4,3,nonmetro,nonmetro,metro
53073,3,3,3,metro,metro,metro
53075,5,4,4,nonmetro,nonmetro,nonmetro
53077,3,3,3,metro,metro,metro
54001,7,7,6,nonmetro,nonmetro,nonmetro
54003,3,3,2,metro,metro,metro
54005,6,2,3,nonmetro,metro,metro
54007,9,8,8,nonmetro,nonmetro,nonmetro
54009,3,3,3,metro,metro,metro
54011,2,2,2,metro,metro,metro
54013,9,8,8,nonmetro,nonmetro,nonmetro
54015,8,2,3,nonmetro,metro,metro
54017,9,9,9,nonmetro,nonmetro,nonmetro
54019,6,6,3,nonmetro,nonmetro,metro
54021,9,9,7,nonmetro,nonmetro,nonmetro
54023,8,6,7,nonmetro,nonmetro,nonmetro
54025,7,7,6,nonmetro,nonmetro,nonmetro
54027,8,3,3,nonmetro,metro,metro
54029,3,3,3,metro,metro,metro
54031,9,8,6,nonmetro,nonmetro,nonmetro
54033,5,5,5,nonmetro,nonmetro,nonmetro
54035,6,6,6,nonmetro,nonmetro,nonmetro
54037,1,1,1,metro,metro,metro
54039,2,2,3,metro,metro,metro
54041,7,7,7,nonmetro,nonmetro,nonmetro
54043,8,2,2,nonmetro,metro,metro
54045,7,6,6,nonmetro,nonmetro,nonmetro
54047,7,7,7,nonmetro,nonmetro,nonmetro
54049,5,4,4,nonmetro,nonmetro,nonmetro
54051,3,3,3,metro,metro,metro
54053,6,6,6,nonmetro,nonmetro,nonmetro
54055,7,5,4,nonmetro,nonmetro,nonmetro
54057,3,3,3,metro,metro,metro
54059,7,6,7,nonmetro,nonmetro,nonmetro
54061,5,3,3,nonmetro,metro,metro
54063,9,8,8,nonmetro,nonmetro,nonmetro
54065,8,3,8,nonmetro,metro,nonmetro
54067,7,6,6,nonmetro,nonmetro,nonmetro
54069,3,3,3,metro,metro,metro
54071,9,8,8,nonmetro,nonmetro,nonmetro
54073,8,3,6,nonmetro,metro,nonmetro
54075,9,9,9,nonmetro,nonmetro,nonmetro
54077,7,3,3,nonmetro,metro,metro
54079,2,2,2,metro,metro,metro
54081,5,4,3,nonmetro,nonmetro,metro
54083,7,7,7,nonmetro,nonmetro,nonmetro
54085,8,8,8,nonmetro,nonmetro,nonmetro
54087,8,6,6,nonmetro,nonmetro,nonmetro
54089,7,7,6,nonmetro,nonmetro,nonmetro
54091,7,6,6,nonmetro,nonmetro,nonmetro
54093,9,9,8,nonmetro,nonmetro,nonmetro
54095,9,6,9,nonmetro,nonmetro,nonmetro
54097,7,7,7,nonmetro,nonmetro,nonmetro
54099,2,2,2,metro,metro,metro
54101,9,9,9,nonmetro,nonmetro,nonmetro
54103,6,6,6,nonmetro,nonmetro,nonmetro
54105,8,3,3,nonmetro,metro,metro
54107,3,3,3,metro,metro,metro
54109,9,7,6,nonmetro,nonmetro,nonmetro
55001,9,8,8,nonmetro,nonmetro,nonmetro
55003,7,7,7,nonmetro,nonmetro,nonmetro
55005,7,6,6,nonmetro,nonmetro,nonmetro
55007,8,8,8,nonmetro,nonmetro,nonmetro
55009,3,2,2,metro,metro,metro
55011,8,8,8,nonmetro,nonmetro,nonmetro
55013,8,8,8,nonmetro,nonmetro,nonmetro
55015,2,3,3,metro,metro,metro
55017,3,3,3,metro,metro,metro
55019,6,8,6,nonmetro,nonmetro,nonmetro
55021,6,2,2,nonmetro,metro,metro
55023,7,7,7,nonmetro,nonmetro,nonmetro
55025,2,2,2,metro,metro,metro
55027,4,4,4,nonmetro,nonmetro,nonmetro
55029,7,6,6,nonmetro,nonmetro,nonmetro
55031,3,2,2,metro,metro,metro
55033,6,6,6,nonmetro,nonmetro,nonmetro
55035,3,3,3,metro,metro,metro
55037,9,9,9,nonmetro,nonmetro,nonmetro
55039,4,3,3,nonmetro,metro,metro
55041,9,9,9,nonmetro,nonmetro,nonmetro
55043,6,6,6,nonmetro,nonmetro,nonmetro
55045,6,6,2,nonmetro,nonmetro,metro
55047,6,6,6,nonmetro,nonmetro,nonmetro
55049,6,2,2,nonmetro,metro,metro
55051,9,9,9,nonmetro,nonmetro,nonmetro
55053,6,6,6,nonmetro,nonmetro,nonmetro
55055,4,4,4,nonmetro,nonmetro,nonmetro
55057,7,7,7,nonmetro,nonmetro,nonmetro
55059,1,1,1,metro,metro,metro
55061,6,2,2,nonmetro,metro,metro
55063,3,3,3,metro,metro,metro
55065,9,8,8,nonmetro,nonmetro,nonmetro
55067,6,6,6,nonmetro,nonmetro,nonmetro
55069,6,6,6,nonmetro,nonmetro,nonmetro
55071,4,4,4,nonmetro,nonmetro,nonmetro
55073,3,3,3,metro,metro,metro
55075,7,6,6,nonmetro,nonmetro,nonmetro
55077,9,8,8,nonmetro,nonmetro,nonmetro
55078,9,8,8,nonmetro,nonmetro,nonmetro
55079,0,1,1,metro,metro,metro
55081,6,6,6,nonmetro,nonmetro,nonmetro
55083,6,2,2,nonmetro,metro,metro
55085,7,7,7,nonmetro,nonmetro,nonmetro
55087,2,3,3,metro,metro,metro
55089,0,1,1,metro,metro,metro
55091,8,8,8,nonmetro,nonmetro,nonmetro
55093,1,1,1,metro,metro,metro
55095,6,6,6,nonmetro,nonmetro,nonmetro
55097,4,4,4,nonmetro,nonmetro,nonmetro
55099,7,9,9,nonmetro,nonmetro,nonmetro
55101,3,3,3,metro,metro,metro
55103,7,6,6,nonmetro,nonmetro,nonmetro
55105,3,3,3,metro,metro,metro
55107,7,6,6,nonmetro,nonmetro,nonmetro
55109,1,1,1,metro,metro,metro
55111,6,4,4,nonmetro,nonmetro,nonmetro
55113,9,9,7,nonmetro,nonmetro,nonmetro
55115,6,6,6,nonmetro,nonmetro,nonmetro
55117,3,3,3,metro,metro,metro
55119,6,6,6,nonmetro,nonmetro,nonmetro
55121,8,8,6,nonmetro,nonmetro,nonmetro
55123,6,6,6,nonmetro,nonmetro,nonmetro
55125,9,9,9,nonmetro,nonmetro,nonmetro
55127,4,4,4,nonmetro,nonmetro,nonmetro
55129,9,6,7,nonmetro,nonmetro,nonmetro
55131,1,1,1,metro,metro,metro
55133,0,1,1,metro,metro,metro
55135,6,6,6,nonmetro,nonmetro,nonmetro
55137,8,8,6,nonmetro,nonmetro,nonmetro
55139,2,3,3,metro,metro,metro
55141,4,4,4,nonmetro,nonmetro,nonmetro
56001,5,4,4,nonmetro,nonmetro,nonmetro
56003,9,9,9,nonmetro,nonmetro,nonmetro
56005,7,5,5,nonmetro,nonmetro,nonmetro
56007,7,7,7,nonmetro,nonmetro,nonmetro
56009,6,6,6,nonmetro,nonmetro,nonmetro
56011,9,9,9,nonmetro,nonmetro,nonmetro
56013,7,7,7,nonmetro,nonmetro,nonmetro
56015,7,7,7,nonmetro,nonmetro,nonmetro
56017,7,7,7,nonmetro,nonmetro,nonmetro
56019,7,7,7,nonmetro,nonmetro,nonmetro
56021,3,3,3,metro,metro,metro
56023,7,7,7,nonmetro,nonmetro,nonmetro
56025,3,3,3,metro,metro,metro
56027,9,9,9,nonmetro,nonmetro,nonmetro
56029,7,7,7,nonmetro,nonmetro,nonmetro
56031,7,7,7,nonmetro,nonmetro,nonmetro
56033,7,7,7,nonmetro,nonmetro,nonmetro
56035,9,9,9,nonmetro,nonmetro,nonmetro
56037,5,5,5,nonmetro,nonmetro,nonmetro
56039,7,7,7,nonmetro,nonmetro,nonmetro
56041,7,7,7,nonmetro,nonmetro,nonmetro
56043,7,7,7,nonmetro,nonmetro,nonmetro
56045,7,7,7,nonmetro,nonmetro,nonmetro
51019,3,3,2,metro,metro,metro
51005,6,6,6,nonmetro,nonmetro,nonmetro
51083,6,6,6,nonmetro,nonmetro,nonmetro
